origin,Organism/Name,kingdom,phylum,class,order,family,subfamily,genus
RefSeq-v207,Acinetobacter phage vB_ApiM_fHyAci03,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Twarogvirinae,Lazarusvirus
RefSeq-v207,Acinetobacter phage vB_ApiP_P1,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Autographiviridae,Beijerinckvirinae,Friunavirus
RefSeq-v207,Acinetobacter phage vB_ApiP_P2,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Autographiviridae,Beijerinckvirinae,Friunavirus
RefSeq-v207,Acinetobacter virus 133,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Tevenvirinae,
RefSeq-v207,Actinomyces virus Av1,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Podoviridae,,Dybvigvirus
RefSeq-v207,Actinoplanes phage phiAsp2,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,,
RefSeq-v207,Aeribacillus phage AP45,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,,Kamchatkavirus
RefSeq-v207,Aeromonas phage 2-L372D,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,,Plateaulakevirus
RefSeq-v207,Aeromonas phage 25AhydR2PP,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Autographiviridae,Melnykvirinae,Aerosvirus
RefSeq-v207,Aeromonas phage 2_D05,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,,
RefSeq-v207,Aeromonas phage 2_L372X,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,,Plateaulakevirus
RefSeq-v207,Aeromonas phage 4_4572,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Podoviridae,,Lahexavirus
RefSeq-v207,Aeromonas phage 4_D05,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,,
RefSeq-v207,Aeromonas phage 4_L372D,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,,Plateaulakevirus
RefSeq-v207,Aeromonas phage 4_L372XY,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,,Plateaulakevirus
RefSeq-v207,Aeromonas phage 50AhydR13PP,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,,Tulanevirus
RefSeq-v207,Aeromonas phage 60AhydR15PP,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,,Tulanevirus
RefSeq-v207,Aeromonas phage AS-gz,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,,Tulanevirus
RefSeq-v207,Aeromonas phage AS-sw,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Emmerichvirinae,Ceceduovirus
RefSeq-v207,Aeromonas phage AS-zj,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Emmerichvirinae,Ceceduovirus
RefSeq-v207,Aeromonas phage Aes012,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,,Tulanevirus
RefSeq-v207,Aeromonas phage Aes508,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,,Tulanevirus
RefSeq-v207,Aeromonas phage Ah1,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Tevenvirinae,
RefSeq-v207,Aeromonas phage AhSzq-1,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Demerecviridae,,Shenzhenvirus
RefSeq-v207,Aeromonas phage AhSzw-1,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Demerecviridae,,Shenzhenvirus
RefSeq-v207,Aeromonas phage Ahp1,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Autographiviridae,Melnykvirinae,Ahphunavirus
RefSeq-v207,Aeromonas phage BUCT551,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,,
RefSeq-v207,Aeromonas phage CC2,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Emmerichvirinae,Ceceduovirus
RefSeq-v207,Aeromonas phage CF7,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Autographiviridae,Melnykvirinae,Ahphunavirus
RefSeq-v207,Aeromonas phage LAh9,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Podoviridae,,Lahexavirus
RefSeq-v207,Aeromonas phage LAh_6,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Podoviridae,,Lahexavirus
RefSeq-v207,Aeromonas phage LAh_7,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,,
RefSeq-v207,Aeromonas phage LAh_8,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Podoviridae,,Lahexavirus
RefSeq-v207,Aeromonas phage PX29,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Tevenvirinae,
RefSeq-v207,Aeromonas phage ZPAH7,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Autographiviridae,Melnykvirinae,Aerosvirus
RefSeq-v207,Aeromonas phage pAh6-C,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Chaseviridae,Nefertitivirinae,Pahsextavirus
RefSeq-v207,Aeromonas phage pIS4-A,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,,Roufvirus
RefSeq-v207,Aeromonas phage phiA8-29,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Ackermannviridae,,Tedavirus
RefSeq-v207,Aeromonas phage phiAS4,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,,Tulanevirus
RefSeq-v207,Aeromonas phage phiAS5,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Tevenvirinae,
RefSeq-v207,Aeromonas phage phiAS7,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Autographiviridae,Melnykvirinae,Aerosvirus
RefSeq-v207,Aeromonas phage vB_AhyS-A18P4,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,,
RefSeq-v207,Aeromonas phage vB_AsaM-56,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,,Popoffvirus
RefSeq-v207,Aeromonas virus 25,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,,Tulanevirus
RefSeq-v207,Aeromonas virus 31,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,,Biquartavirus
RefSeq-v207,Aeromonas virus 44RR2,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,,Biquartavirus
RefSeq-v207,Aeromonas virus 65,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Emmerichvirinae,Ishigurovirus
RefSeq-v207,Aeromonas virus Aeh1,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Tevenvirinae,
RefSeq-v207,Aeromonas virus phiO18P,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Peduovirinae,Bielevirus
RefSeq-v207,Aeropyrum coil-shaped virus,,,,,Spiraviridae,,Alphaspiravirus
RefSeq-v207,Aeropyrum globular virus 1,,,,,,,
RefSeq-v207,Aeropyrum pernix bacilliform virus 1,,,,,Clavaviridae,,Clavavirus
RefSeq-v207,Aeropyrum pernix ovoid virus 1,,,,,Guttaviridae,,Betaguttavirus
RefSeq-v207,Aeropyrum pernix spindle-shaped virus 1,,,,,,,
RefSeq-v207,Aggregatibacter phage S1249,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,,
RefSeq-v207,Agrobacterium phage 7-7-1,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,,Schmittlotzvirus
RefSeq-v207,Agrobacterium phage Atu_ph02,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Autographiviridae,,Atuphduovirus
RefSeq-v207,Agrobacterium phage Atu_ph03,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Autographiviridae,,Atuphduovirus
RefSeq-v207,Agrobacterium phage Atu_ph07,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,,Polybotosvirus
RefSeq-v207,Agrobacterium phage OLIVR1,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Schitoviridae,,
RefSeq-v207,Agrobacterium phage OLIVR5,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Ackermannviridae,,
RefSeq-v207,Alphaproteobacteria virus phiJl001,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,,Yuavirus
RefSeq-v207,Alteromonas phage vB_AcoS-R7M,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Queuovirinae,Amoyvirus
RefSeq-v207,Alteromonas phage vB_AmaP_AD45-P1,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Podoviridae,,
RefSeq-v207,Alteromonas phage vB_AmeM_PT11-V22,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,,Myoalterovirus
RefSeq-v207,Alteromonas virus vB_AspP-H4/4,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Autographiviridae,,Foturvirus
RefSeq-v207,Anabaena phage A-4L,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Podoviridae,,Kozyakovvirus
RefSeq-v207,Anoxybacillus phage A403,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,,Tandoganvirus
RefSeq-v207,Aquamicrobium phage P14,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Autographiviridae,,Aqualcavirus
RefSeq-v207,Archaeal BJ1 virus,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,,
RefSeq-v207,Arthrobacter phage Abba,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,,Ayohtrevirus
RefSeq-v207,Arthrobacter phage Abidatro,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,,Galaxyvirus
RefSeq-v207,Arthrobacter phage Adat,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Podoviridae,,Jasminevirus
RefSeq-v207,Arthrobacter phage Amigo,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,,Amigovirus
RefSeq-v207,Arthrobacter phage Andrew,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,,Andrewvirus
RefSeq-v207,Arthrobacter phage Anjali,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Podoviridae,,Anjalivirus
RefSeq-v207,Arthrobacter phage BarretLemon,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,,Marthavirus
RefSeq-v207,Arthrobacter phage Beans,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,,Marthavirus
RefSeq-v207,Arthrobacter phage Bennie,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,,Korravirus
RefSeq-v207,Arthrobacter phage BigMack,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,,Korravirus
RefSeq-v207,Arthrobacter phage Brent,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,,Marthavirus
RefSeq-v207,Arthrobacter phage Bridgette,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,,Bridgettevirus
RefSeq-v207,Arthrobacter phage CaptnMurica,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,,Gordonvirus
RefSeq-v207,Arthrobacter phage Circum,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,,Mudcatvirus
RefSeq-v207,Arthrobacter phage Colucci,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,,Klausavirus
RefSeq-v207,Arthrobacter phage Constance,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,,Bridgettevirus
RefSeq-v207,Arthrobacter phage Coral,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,,Coralvirus
RefSeq-v207,Arthrobacter phage Decurro,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,,Decurrovirus
RefSeq-v207,Arthrobacter phage DrManhattan,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,,Manhattanvirus
RefSeq-v207,Arthrobacter phage DrRobert,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,,Korravirus
RefSeq-v207,Arthrobacter phage DrYang,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,,Klausavirus
RefSeq-v207,Arthrobacter phage Eileen,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,,Bridgettevirus
RefSeq-v207,Arthrobacter phage Galaxy,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,,Galaxyvirus
RefSeq-v207,Arthrobacter phage Gisselle,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,,Korravirus
RefSeq-v207,Arthrobacter phage Glenn,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,,Korravirus
RefSeq-v207,Arthrobacter phage Gordon,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,,Gordonvirus
RefSeq-v207,Arthrobacter phage GreenHearts,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,,Korravirus
RefSeq-v207,Arthrobacter phage Greenhouse,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,,Korravirus
RefSeq-v207,Arthrobacter phage HunterDalle,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,,Korravirus
RefSeq-v207,Arthrobacter phage Huntingdon,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,,Korravirus
RefSeq-v207,Arthrobacter phage Jasmine,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Podoviridae,,Jasminevirus
RefSeq-v207,Arthrobacter phage Jawnski,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,,Marthavirus
RefSeq-v207,Arthrobacter phage Joann,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,,Korravirus
RefSeq-v207,Arthrobacter phage Judy,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,,Bridgettevirus
RefSeq-v207,Arthrobacter phage KBurrousTX,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,,Klausavirus
RefSeq-v207,Arthrobacter phage KellEzio,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,,Kelleziovirus
RefSeq-v207,Arthrobacter phage Kepler,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,,Coralvirus
RefSeq-v207,Arthrobacter phage Kitkat,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,,Kelleziovirus
RefSeq-v207,Arthrobacter phage Kittykat,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,,Korravirus
RefSeq-v207,Arthrobacter phage Korra,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,,Korravirus
RefSeq-v207,Arthrobacter phage Kuleana,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,,Kuleanavirus
RefSeq-v207,Arthrobacter phage Laroye,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,,Laroyevirus
RefSeq-v207,Arthrobacter phage LiSara,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,,Laroyevirus
RefSeq-v207,Arthrobacter phage Liebe,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,,Liebevirus
RefSeq-v207,Arthrobacter phage Litotes,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,,Korravirus
RefSeq-v207,Arthrobacter phage Lymara,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,,Klausavirus
RefSeq-v207,Arthrobacter phage Maja,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,,Majavirus
RefSeq-v207,Arthrobacter phage MamaPearl,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,,Korravirus
RefSeq-v207,Arthrobacter phage Martha,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,,Marthavirus
RefSeq-v207,Arthrobacter phage Mendel,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Podoviridae,,Anjalivirus
RefSeq-v207,Arthrobacter phage Molivia,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,,Amigovirus
RefSeq-v207,Arthrobacter phage Mudcat,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,,Mudcatvirus
RefSeq-v207,Arthrobacter phage Mufasa8,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,,Mufasoctovirus
RefSeq-v207,Arthrobacter phage Nubia,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,,Korravirus
RefSeq-v207,Arthrobacter phage Oxynfrius,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,,Korravirus
RefSeq-v207,Arthrobacter phage Peas,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,,Bridgettevirus
RefSeq-v207,Arthrobacter phage Piccoletto,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,,Marthavirus
RefSeq-v207,Arthrobacter phage Preamble,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,,Korravirus
RefSeq-v207,Arthrobacter phage PrincessTrina,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,,Klausavirus
RefSeq-v207,Arthrobacter phage Pumancara,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,,Korravirus
RefSeq-v207,Arthrobacter phage Salgado,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,,Laroyevirus
RefSeq-v207,Arthrobacter phage Sergei,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,,Korravirus
RefSeq-v207,Arthrobacter phage Shade,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,,Marthavirus
RefSeq-v207,Arthrobacter phage Sonali,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,,Sonalivirus
RefSeq-v207,Arthrobacter phage Sonny,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,,Marthavirus
RefSeq-v207,Arthrobacter phage Tank,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,,Tankvirus
RefSeq-v207,Arthrobacter phage TripleJ,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,,Triplejayvirus
RefSeq-v207,Arthrobacter phage Urla,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,,Korravirus
RefSeq-v207,Arthrobacter phage Vibaki,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,,Vibakivirus
RefSeq-v207,Arthrobacter phage Wawa,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,,Korravirus
RefSeq-v207,Arthrobacter phage Wayne,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,,Korravirus
RefSeq-v207,Arthrobacter phage Wheelbite,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,,Laroyevirus
RefSeq-v207,Arthrobacter phage Yang,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,,Yangvirus
RefSeq-v207,Arthrobacter phage Zartrosa,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,,Marthavirus
RefSeq-v207,Arthrobacter phage vB_ArS-ArV2,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,,
RefSeq-v207,Arthrobacter phage vB_ArtM-ArV1,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,,Klausavirus
RefSeq-v207,Aurantimonas phage AmM-1,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,,
RefSeq-v207,Azobacteroides phage ProJPt-Bp1,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Podoviridae,,
RefSeq-v207,Azospirillum phage Cd,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,,
RefSeq-v207,Bacillus phage 0305phi8-36,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,,
RefSeq-v207,Bacillus phage AR9,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,,
RefSeq-v207,Bacillus phage Aurora,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Salasmaviridae,Northropvirinae,Claudivirus
RefSeq-v207,Bacillus phage AvesoBmore,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Herelleviridae,Bastillevirinae,Bequatrovirus
RefSeq-v207,Bacillus phage B4,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Herelleviridae,Bastillevirinae,Bequatrovirus
RefSeq-v207,Bacillus phage B5S,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Herelleviridae,Bastillevirinae,Bequatrovirus
RefSeq-v207,Bacillus phage BCD7,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,,Becedseptimavirus
RefSeq-v207,Bacillus phage BCJA1c,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,,Jarrellvirus
RefSeq-v207,Bacillus phage BCP78,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Herelleviridae,Bastillevirinae,Tsarbombavirus
RefSeq-v207,Bacillus phage BCP8-2,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Herelleviridae,Bastillevirinae,Caeruleovirus
RefSeq-v207,Bacillus phage BCU4,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Herelleviridae,Bastillevirinae,Tsarbombavirus
RefSeq-v207,Bacillus phage BPS10C,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Herelleviridae,Bastillevirinae,Wphvirus
RefSeq-v207,Bacillus phage BPS13,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Herelleviridae,Bastillevirinae,Wphvirus
RefSeq-v207,Bacillus phage BSP38,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Herelleviridae,Bastillevirinae,Jeonjuvirus
RefSeq-v207,Bacillus phage BalMu-1,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,,
RefSeq-v207,Bacillus phage Bam35c,Bamfordvirae,Preplasmiviricota,Tectiliviricetes,Kalamavirales,Tectiviridae,,Betatectivirus
RefSeq-v207,Bacillus phage Baseball_field,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Salasmaviridae,Northropvirinae,Claudivirus
RefSeq-v207,Bacillus phage Bastille,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Herelleviridae,Bastillevirinae,Bastillevirus
RefSeq-v207,Bacillus phage BceA1,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,,Beceayunavirus
RefSeq-v207,Bacillus phage Bcp1,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Herelleviridae,Bastillevirinae,Caeruleovirus
RefSeq-v207,Bacillus phage BeachBum,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Salasmaviridae,,Harambevirus
RefSeq-v207,Bacillus phage Belinda,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Herelleviridae,Bastillevirinae,Wphvirus
RefSeq-v207,Bacillus phage BigBertha,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Herelleviridae,Bastillevirinae,Bequatrovirus
RefSeq-v207,Bacillus phage Bobb,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Herelleviridae,Bastillevirinae,Agatevirus
RefSeq-v207,Bacillus phage Bp8p-C,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Herelleviridae,Bastillevirinae,Agatevirus
RefSeq-v207,Bacillus phage Bp8p-T,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Herelleviridae,Bastillevirinae,Agatevirus
RefSeq-v207,Bacillus phage BtCS33,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,,Camtrevirus
RefSeq-v207,Bacillus phage CAM003,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Herelleviridae,Bastillevirinae,Bastillevirus
RefSeq-v207,Bacillus phage CP-51,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Herelleviridae,Spounavirinae,Siminovitchvirus
RefSeq-v207,Bacillus phage CampHawk,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Herelleviridae,Spounavirinae,Okubovirus
RefSeq-v207,Bacillus phage Carmen17,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Gutmannvirinae,Carmenvirus
RefSeq-v207,Bacillus phage Claudi,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Salasmaviridae,Northropvirinae,Claudivirus
RefSeq-v207,Bacillus phage DIGNKC,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Herelleviridae,Bastillevirinae,Wphvirus
RefSeq-v207,Bacillus phage DK1,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Salasmaviridae,Northropvirinae,Hemphillvirus
RefSeq-v207,Bacillus phage DK2,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Salasmaviridae,Northropvirinae,Hemphillvirus
RefSeq-v207,Bacillus phage DK3,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Salasmaviridae,Northropvirinae,Hemphillvirus
RefSeq-v207,Bacillus phage DLc1,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Salasmaviridae,Northropvirinae,
RefSeq-v207,Bacillus phage Deep Blue,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Herelleviridae,Bastillevirinae,Caeruleovirus
RefSeq-v207,Bacillus phage Deep-Purple,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,,Deurplevirus
RefSeq-v207,Bacillus phage DirtyBetty,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Herelleviridae,Bastillevirinae,Wphvirus
RefSeq-v207,Bacillus phage Eldridge,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Herelleviridae,Bastillevirinae,Eldridgevirus
RefSeq-v207,Bacillus phage Evoli,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Herelleviridae,Bastillevirinae,Bastillevirus
RefSeq-v207,Bacillus phage Eyuki,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Herelleviridae,Bastillevirinae,Wphvirus
