origin,Organism/Name,kingdom,phylum,class,order,family,genus
RefSeq-v211,Alphaproteobacteria virus phiJl001,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Yuavirus
RefSeq-v211,Burkholderia phage BcepB1A,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,
RefSeq-v211,Thermoproteus tenax spherical virus 1,,,,,Globuloviridae,Alphaglobulovirus
RefSeq-v211,Flavobacterium phage 11b,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,
RefSeq-v211,Acidianus filamentous virus 2,Zilligvirae,Taleaviricota,Tokiviricetes,Ligamenvirales,Lipothrixviridae,Deltalipothrixvirus
RefSeq-v211,Listonella phage phiHSIC,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,
RefSeq-v211,Enterobacteria phage PR4,Bamfordvirae,Preplasmiviricota,Tectiliviricetes,Kalamavirales,Tectiviridae,Alphatectivirus
RefSeq-v211,Gordonia phage GTE5,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,
RefSeq-v211,Aeromonas virus 31,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Biquartavirus
RefSeq-v211,Haloarcula hispanica virus SH1,Helvetiavirae,Dividoviricota,Laserviricetes,Halopanivirales,Sphaerolipoviridae,Alphasphaerolipovirus
RefSeq-v211,Escherichia virus RB16,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Pseudotevenvirus
RefSeq-v211,Vibrio phage VP4,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Autographiviridae,Chatterjeevirus
RefSeq-v211,Listeria phage P35,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,
RefSeq-v211,Yersinia phage phiR1-37,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,
RefSeq-v211,Actinomyces virus Av1,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Podoviridae,Dybvigvirus
RefSeq-v211,Acidianus filamentous virus 3,Zilligvirae,Taleaviricota,Tokiviricetes,Ligamenvirales,Lipothrixviridae,Betalipothrixvirus
RefSeq-v211,Acidianus filamentous virus 6,Zilligvirae,Taleaviricota,Tokiviricetes,Ligamenvirales,Lipothrixviridae,Betalipothrixvirus
RefSeq-v211,Acidianus filamentous virus 7,Zilligvirae,Taleaviricota,Tokiviricetes,Ligamenvirales,Lipothrixviridae,Betalipothrixvirus
RefSeq-v211,Acidianus filamentous virus 8,Zilligvirae,Taleaviricota,Tokiviricetes,Ligamenvirales,Lipothrixviridae,Betalipothrixvirus
RefSeq-v211,Pseudomonas phage 73,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Septimatrevirus
RefSeq-v211,Pseudomonas phage 119X,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Podoviridae,
RefSeq-v211,Pseudomonas phage PA11,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Zobellviridae,Paundecimvirus
RefSeq-v211,Pseudomonas phage M6,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Mesyanzhinovviridae,Yuavirus
RefSeq-v211,Mycobacterium phage Catera,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Bixzunavirus
RefSeq-v211,Mycobacterium phage Cooper,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Coopervirus
RefSeq-v211,Mycobacterium phage Halo,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Liefievirus
RefSeq-v211,Mycobacterium phage Orion,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Pegunavirus
RefSeq-v211,Mycobacterium phage PBI1,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Plotvirus
RefSeq-v211,Mycobacterium phage PLot,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Plotvirus
RefSeq-v211,Mycobacterium phage Qyrzula,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Rosebushvirus
RefSeq-v211,Lactococcus phage Q54,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Questintvirus
RefSeq-v211,Corynebacterium phage P1201,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Zierdtviridae,Chunghsingvirus
RefSeq-v211,Pseudomonas phage LKA1,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Autographiviridae,Stubburvirus
RefSeq-v211,Phormidium phage Pf-WMP4,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Podoviridae,Wumpquatrovirus
RefSeq-v211,Thermus phage phiYS40,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,
RefSeq-v211,Burkholderia phage BcepF1,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Bcepfunavirus
RefSeq-v211,Erwinia phage Era103,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Autographiviridae,Eracentumvirus
RefSeq-v211,Pyrococcus abyssi virus 1,,,,,,
RefSeq-v211,Cyanophage PP,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Podoviridae,Wumptrevirus
RefSeq-v211,Burkholderia phage BcepGomr,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,
RefSeq-v211,Acidianus bottle-shaped virus,,,,,Ampullaviridae,Bottigliavirus
RefSeq-v211,Synechococcus phage Syn5,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Autographiviridae,Voetvirus
RefSeq-v211,Phormidium virus WMP3,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Podoviridae,Wumptrevirus
RefSeq-v211,Enterococcus phage EF24C,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Herelleviridae,Kochikohdavirus
RefSeq-v211,Salmonella phage Det7,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Ackermannviridae,Kuttervirus
RefSeq-v211,Bacillus phage 0305phi8-36,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,
RefSeq-v211,Synechococcus phage S-CBP42,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Autographiviridae,Aegirvirus
RefSeq-v211,Pseudomonas virus Yua,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Mesyanzhinovviridae,Yuavirus
RefSeq-v211,Lactococcus phage 1706,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Fremauxvirus
RefSeq-v211,Silicibacter phage DSS3phi2,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Schitoviridae,Aorunvirus
RefSeq-v211,Sulfitobacter phage EE36phi1,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Schitoviridae,Aorunvirus
RefSeq-v211,Escherichia phage Eps7,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Demerecviridae,Epseptimavirus
RefSeq-v211,Lactococcus phage asccphi28,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Salasmaviridae,
RefSeq-v211,Acidianus filamentous virus 9,Zilligvirae,Taleaviricota,Tokiviricetes,Ligamenvirales,Lipothrixviridae,Betalipothrixvirus
RefSeq-v211,Bacillus phage AP50,Bamfordvirae,Preplasmiviricota,Tectiliviricetes,Kalamavirales,Tectiviridae,Betatectivirus
RefSeq-v211,Morganella phage MmP1,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Autographiviridae,Minipunavirus
RefSeq-v211,Xanthomonas phage phiL7,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Eisenstarkvirus
RefSeq-v211,Mycobacterium phage Nigel,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Coopervirus
RefSeq-v211,Mycobacterium phage Cali,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Bixzunavirus
RefSeq-v211,Mycobacterium phage Rizal,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Bixzunavirus
RefSeq-v211,Mycobacterium phage ScottMcG,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Bixzunavirus
RefSeq-v211,Mycobacterium phage Spud,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Bixzunavirus
RefSeq-v211,Ralstonia phage RSB1,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Autographiviridae,Higashivirus
RefSeq-v211,Listeria phage P40,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,
RefSeq-v211,Mycobacterium phage Gumball,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Plotvirus
RefSeq-v211,Mycobacterium phage Konstantine,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Konstantinevirus
RefSeq-v211,Vibrio phage douglas 12A4,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Podoviridae,
RefSeq-v211,Vibrio phage eugene 12A10,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,
RefSeq-v211,Vibrio phage helene 12B3,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,
RefSeq-v211,Vibrio phage henriette 12B8,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,
RefSeq-v211,Cyanophage SS120-1,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Autographiviridae,Banchanvirus
RefSeq-v211,Escherichia virus SSL2009a,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Dhillonvirus
RefSeq-v211,Enterococcus phage EFAP-1,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,
RefSeq-v211,Lactobacillus phage Lb338-1,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Herelleviridae,Mooreparkvirus
RefSeq-v211,Halorubrum pleomorphic virus 1,Trapavirae,Saleviricota,Huolimaviricetes,Haloruvirales,Pleolipoviridae,Alphapleolipovirus
RefSeq-v211,Shigella phage Ag3,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Ackermannviridae,Agtrevirus
RefSeq-v211,Lactococcus phage P087,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Teubervirus
RefSeq-v211,Vibrio phage VP93,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Autographiviridae,Maculvirus
RefSeq-v211,Vibrio phage N4,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Autographiviridae,Chatterjeevirus
RefSeq-v211,Pseudomonas phage LUZ7,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Schitoviridae,Luzseptimavirus
RefSeq-v211,Pseudomonas phage LIT1,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Schitoviridae,Litunavirus
RefSeq-v211,Cyanophage PSS2,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,
RefSeq-v211,Mycobacterium phage Colbert,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Pegunavirus
RefSeq-v211,Mycobacterium phage UncleHowie,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Pegunavirus
RefSeq-v211,Delftia phage PhiW-14,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Ionavirus
RefSeq-v211,Clostridium phage phiCP26F,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,
RefSeq-v211,Pseudomonas phage PaP1,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Pakpunavirus
RefSeq-v211,Clavibacter phage CMP1,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Cimpunavirus
RefSeq-v211,Acinetobacter phage phiAB1,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Autographiviridae,Friunavirus
RefSeq-v211,Rhodococcus phage ReqiPine5,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,
RefSeq-v211,Rhodococcus phage ReqiDocB7,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,
RefSeq-v211,Pseudomonas phage phi-2,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Autographiviridae,Tunggulvirus
RefSeq-v211,Thermus phage TMA,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,
RefSeq-v211,Vibrio phage SIO-2,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,
RefSeq-v211,Aeropyrum pernix bacilliform virus 1,,,,,Clavaviridae,Clavavirus
RefSeq-v211,Klebsiella phage KP15,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Slopekvirus
RefSeq-v211,Haloarcula hispanica pleomorphic virus 1,Trapavirae,Saleviricota,Huolimaviricetes,Haloruvirales,Pleolipoviridae,Alphapleolipovirus
RefSeq-v211,Lactococcus phage 1358,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Whiteheadvirus
RefSeq-v211,Leuconostoc phage 1-A4,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Unaquatrovirus
RefSeq-v211,Synechococcus phage S-CBS2,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,
RefSeq-v211,Synechococcus phage S-CBS3,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,
RefSeq-v211,Loktanella phage pCB2051-A,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,
RefSeq-v211,Sulfitobacter phage phiCB2047-B,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Schitoviridae,Raunefjordenvirus
RefSeq-v211,Vibrio phage pYD21-A,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,
RefSeq-v211,Pseudoalteromonas phage pYD6-A,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Schitoviridae,Matsuvirus
RefSeq-v211,Vibrio phage PWH3a-P1,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,
RefSeq-v211,Vibrio phage VBP32,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Schitoviridae,Stoningtonvirus
RefSeq-v211,Vibrio phage VBP47,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Schitoviridae,Stoningtonvirus
RefSeq-v211,Vibrio phage VBM1,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,
RefSeq-v211,Vibrio phage 11895-B1,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,
RefSeq-v211,Synechococcus phage S-CBS4,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,
RefSeq-v211,Synechococcus phage S-CBP2,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Autographiviridae,Kembevirus
RefSeq-v211,Cellulophaga phage phiSM,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,
RefSeq-v211,Cellulophaga phage phiST,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Cbastvirus
RefSeq-v211,Acinetobacter phage Acj9,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Acajnonavirus
RefSeq-v211,Hyperthermophilic Archaeal Virus 1,,,,,,
RefSeq-v211,Hyperthermophilic Archaeal Virus 2,,,,,,
RefSeq-v211,Colwellia phage 9A,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Franklinbayvirus
RefSeq-v211,Enterococcus phage EFRM31,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,
RefSeq-v211,Clostridium phage phiCTP1,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,
RefSeq-v211,Pseudoalteromonas phage H105/1,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,
RefSeq-v211,Aeromonas phage phiAS4,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Tulanevirus
RefSeq-v211,Aeromonas phage phiAS5,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,
RefSeq-v211,Pantoea phage LIMElight,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Autographiviridae,Limelightvirus
RefSeq-v211,Cyanophage KBS-S-2A,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,
RefSeq-v211,Cyanophage MED4-117,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,
RefSeq-v211,Prochlorococcus phage MED4-184,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,
RefSeq-v211,Synechococcus phage S-CBS1,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,
RefSeq-v211,Ralstonia phage RSB2,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Autographiviridae,Kelmasvirus
RefSeq-v211,Erwinia phage phiEa100,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Autographiviridae,Eracentumvirus
RefSeq-v211,Clostridium phage CpV1,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Guelinviridae,Capvunavirus
RefSeq-v211,Aeromonas phage PX29,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,
RefSeq-v211,Roseovarius Plymouth podovirus 1,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Schitoviridae,Plymouthvirus
RefSeq-v211,Escherichia phage PhaxI,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Ackermannviridae,Kuttervirus
RefSeq-v211,Vibrio phage pYD38-B,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,
RefSeq-v211,Enterobacter phage EcP1,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Schitoviridae,Eceepunavirus
RefSeq-v211,Pseudomonas phage phiIBB-PF7A,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Autographiviridae,Pifdecavirus
RefSeq-v211,Enterobacteria phage phi92,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,
RefSeq-v211,Salmonella virus SPC35,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Demerecviridae,Tequintavirus
RefSeq-v211,Vibrio phage ICP1,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,
RefSeq-v211,Vibrio phage ICP3,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Autographiviridae,Chatterjeevirus
RefSeq-v211,Gordonia phage GTE2,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Emalynvirus
RefSeq-v211,Tsukamurella phage TPA2,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,
RefSeq-v211,Tetrasphaera phage TJE1,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Tijeunavirus
RefSeq-v211,Pseudomonas phage phi15,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Autographiviridae,Troedvirus
RefSeq-v211,Campylobacter virus CP81,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Fletchervirus
RefSeq-v211,Pseudomonas phage PhiPA3,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,
RefSeq-v211,Vibrio phage qdvp001,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,
RefSeq-v211,Rhodococcus phage E3,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,
RefSeq-v211,Mycobacterium phage Pixie,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Timquatrovirus
RefSeq-v211,Mycobacterium phage Alice,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Bixzunavirus
RefSeq-v211,Mycobacterium phage ChrisnMich,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Coopervirus
RefSeq-v211,Mycobacterium phage Marvin,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Marvinvirus
RefSeq-v211,Mycobacterium phage Phipps,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Pegunavirus
RefSeq-v211,Mycobacterium phage Send513,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Papyrusvirus
RefSeq-v211,Mycobacterium phage Vortex,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Pegunavirus
RefSeq-v211,Mycobacterium phage Zemanar,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Coopervirus
RefSeq-v211,Mycobacterium phage Anaya,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Timquatrovirus
RefSeq-v211,Bdellovibrio phage phi1402,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,
RefSeq-v211,Clostridium phage phiCP13O,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,
RefSeq-v211,Clostridium phage phiCP34O,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,
RefSeq-v211,Acinetobacter phage ZZ1,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Zedzedvirus
RefSeq-v211,Mycobacterium phage jaws,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Timquatrovirus
RefSeq-v211,Erwinia phage vB_EamP-L1,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Autographiviridae,Elunavirus
RefSeq-v211,Erwinia phage vB_EamP-S6,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Schitoviridae,Waedenswilvirus
RefSeq-v211,Erwinia phage vB_EamM-Y2,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Chaseviridae,Loessnervirus
RefSeq-v211,Mycobacterium phage Oline,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Pegunavirus
RefSeq-v211,Mycobacterium phage Sebata,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Bixzunavirus
RefSeq-v211,Salmonella phage 7-11,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Podoviridae,
RefSeq-v211,Enterococcus phage SAP6,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Saphexavirus
RefSeq-v211,Mycobacterium phage Dandelion,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Bixzunavirus
RefSeq-v211,Mycobacterium phage LinStu,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Bixzunavirus
RefSeq-v211,Mycobacterium phage Patience,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Patiencevirus
RefSeq-v211,Mycobacterium phage Pleione,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Bixzunavirus
RefSeq-v211,Salmonella phage SFP10,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Ackermannviridae,Kuttervirus
RefSeq-v211,Mycobacterium phage MoMoMixon,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Bixzunavirus
RefSeq-v211,Mycobacterium phage Nappy,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Bixzunavirus
RefSeq-v211,Mycobacterium phage Vista,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Pegunavirus
RefSeq-v211,Mycobacterium phage Kikipoo,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Pegunavirus
RefSeq-v211,Mycobacterium virus Firecracker,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Corndogvirus
RefSeq-v211,Mycobacterium phage JacAttac,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Pegunavirus
RefSeq-v211,Mycobacterium phage Stinger,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Coopervirus
RefSeq-v211,Dickeya virus Limestone,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Ackermannviridae,Limestonevirus
RefSeq-v211,Mycobacterium phage Fionnbharth,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Timquatrovirus
RefSeq-v211,Pseudomonas phage Bf7,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Autographiviridae,Bifseptvirus
RefSeq-v211,Gordonia phage GTE7,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Getseptimavirus
RefSeq-v211,Salmonella phage Sh19,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Ackermannviridae,Kuttervirus
RefSeq-v211,Gordonia phage GRU1,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,
RefSeq-v211,Nocardia phage NBR1,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,
RefSeq-v211,Rhodococcus phage REQ1,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,
RefSeq-v211,Rhodococcus phage RER2,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Rerduovirus
