origin,Organism/Name,kingdom,phylum,class,order,family,genus
RefSeq-v211,Salmonella phage SG1,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Tequatrovirus
RefSeq-v211,Escherichia phage vB_EcoS-95,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Drexlerviridae,Warwickvirus
RefSeq-v211,Lactococcus phage LP8511,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Skunavirus
RefSeq-v211,Klebsiella phage AltoGao,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Autographiviridae,Drulisvirus
RefSeq-v211,Klebsiella phage MezzoGao,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Drexlerviridae,Webervirus
RefSeq-v211,Lactococcus phage LP9207,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Skunavirus
RefSeq-v211,Lactococcus phage LP9404,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Skunavirus
RefSeq-v211,Lactococcus phage LP9609,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Skunavirus
RefSeq-v211,Lactococcus phage LP9903,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Skunavirus
RefSeq-v211,Lactococcus phage LP9908,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Skunavirus
RefSeq-v211,Lactococcus phage LP0209,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Skunavirus
RefSeq-v211,Lactococcus phage LP0903,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Skunavirus
RefSeq-v211,Lactococcus phage LP1502a,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Skunavirus
RefSeq-v211,Brevibacterium phage LuckyBarnes,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Luckybarnesvirus
RefSeq-v211,Mycobacterium phage Emma,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Cheoctovirus
RefSeq-v211,Mycobacterium phage Phabba,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,
RefSeq-v211,Mycobacterium phage RitaG,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Cheoctovirus
RefSeq-v211,Mycobacterium phage Smairt,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Fromanvirus
RefSeq-v211,Mycobacterium phage Wachhund,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Cheoctovirus
RefSeq-v211,Staphylococcus phage phiSa2wa_st1,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Triavirus
RefSeq-v211,Staphylococcus phage UPMK_2,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Phietavirus
RefSeq-v211,Bordetella phage vB_BbrM_PHB04,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Phabquatrovirus
RefSeq-v211,Lactococcus phage 05601,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Skunavirus
RefSeq-v211,Lactococcus phage 16802,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Skunavirus
RefSeq-v211,Lactococcus phage 30804,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Skunavirus
RefSeq-v211,Lactococcus phage 37201,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Skunavirus
RefSeq-v211,Lactococcus phage 38503,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Skunavirus
RefSeq-v211,Lactococcus phage 38507,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Skunavirus
RefSeq-v211,Lactococcus phage 51701,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Skunavirus
RefSeq-v211,Lactococcus phage 56003,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Skunavirus
RefSeq-v211,Lactococcus phage 56301,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Skunavirus
RefSeq-v211,Lactococcus phage 57001,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Skunavirus
RefSeq-v211,Lactococcus phage 62601,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Skunavirus
RefSeq-v211,Lactococcus phage 62605,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Skunavirus
RefSeq-v211,Lactococcus phage 63302,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Skunavirus
RefSeq-v211,Lactococcus phage 66901,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Skunavirus
RefSeq-v211,Lactococcus phage 79201,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Skunavirus
RefSeq-v211,Lactococcus phage 88605,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Skunavirus
RefSeq-v211,Lactococcus phage 96401,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Skunavirus
RefSeq-v211,Lactococcus phage 96403,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Skunavirus
RefSeq-v211,Lactococcus phage 96603,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Skunavirus
RefSeq-v211,Pseudomonas phage vB_PaeM_E217,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Pbunavirus
RefSeq-v211,Pseudomonas phage vB_PaeM_E215,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Pbunavirus
RefSeq-v211,Lactobacillus phage T25,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Sukhumvitvirus
RefSeq-v211,Streptomyces phage Amethyst,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Arequatrovirus
RefSeq-v211,Streptomyces phage Daudau,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Arequatrovirus
RefSeq-v211,Streptomyces phage Diane,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Arequatrovirus
RefSeq-v211,Streptomyces phage Tefunt,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Arequatrovirus
RefSeq-v211,Klebsiella phage vB_KpnS_IME279,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Podoviridae,Sortsnevirus
RefSeq-v211,Klebsiella phage vB_KpnM_KpV79,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Jedunavirus
RefSeq-v211,Pseudomonas phage SL1,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Pbunavirus
RefSeq-v211,Pseudomonas phage SL2,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Phikzvirus
RefSeq-v211,Streptomyces phage Scap1,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Scapunavirus
RefSeq-v211,Salmonella phage Melville,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Gelderlandvirus
RefSeq-v211,Lactobacillus phage LJ,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Junavirus
RefSeq-v211,Pectobacterium phage DU_PP_II,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Autographiviridae,Unyawovirus
RefSeq-v211,Mycobacterium phage Anselm,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Fromanvirus
RefSeq-v211,Mycobacterium phage Arib1,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Fishburnevirus
RefSeq-v211,Mycobacterium phage Cerulean,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Fromanvirus
RefSeq-v211,Mycobacterium phage Cindaradix,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Fromanvirus
RefSeq-v211,Mycobacterium phage DaWorst,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Cheoctovirus
RefSeq-v211,Mycobacterium phage Demsculpinboyz,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Avanivirus
RefSeq-v211,Mycobacterium phage ILeeKay,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Fromanvirus
RefSeq-v211,Mycobacterium phage Phasih,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Cheoctovirus
RefSeq-v211,Escherichia phage IMM-002,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Autographiviridae,Kayfunavirus
RefSeq-v211,Escherichia virus mutPK1A2,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Autographiviridae,Vectrevirus
RefSeq-v211,Escherichia phage VB_EcoS-Golestan,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Kagunavirus
RefSeq-v211,Gordonia phage BENtherdunthat,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Getalongvirus
RefSeq-v211,Mycobacterium phage Andies,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Charlievirus
RefSeq-v211,Mycobacterium phage Archetta,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Fromanvirus
RefSeq-v211,Mycobacterium phage Koko,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Fromanvirus
RefSeq-v211,Mycobacterium phage Philonius,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Charlievirus
RefSeq-v211,Escherichia phage DTL,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Drexlerviridae,Loudonvirus
RefSeq-v211,Lactobacillus phage Lb,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Heilongjiangvirus
RefSeq-v211,Salmonella phage KFS-SE1,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Chivirus
RefSeq-v211,Pseudomonas phage nickie,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Nickievirus
RefSeq-v211,Yersinia phage fHe-Yen9-04,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Eneladusvirus
RefSeq-v211,Yersinia phage fPS-9,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Autographiviridae,Helsettvirus
RefSeq-v211,Yersinia phage fPS-53,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Autographiviridae,Helsettvirus
RefSeq-v211,Yersinia phage fPS-54-ocr,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Autographiviridae,Helsettvirus
RefSeq-v211,Yersinia phage fPS-59,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Autographiviridae,Helsettvirus
RefSeq-v211,Yersinia phage fPS-2,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Tequatrovirus
RefSeq-v211,Yersinia phage fPS-65,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Tequatrovirus
RefSeq-v211,Yersinia phage fPS-90,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Tequatrovirus
RefSeq-v211,Salmonella phage BSP161,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Autographiviridae,Berlinvirus
RefSeq-v211,Pectinobacterium phage PEAT2,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Peatvirus
RefSeq-v211,Escherichia phage EG1,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Autographiviridae,Teseptimavirus
RefSeq-v211,Synechococcus phage S-CBWM1,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Aokuangvirus
RefSeq-v211,Streptomyces phage Alsaber,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Camvirus
RefSeq-v211,Lactobacillus phage Lenus,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Lenusvirus
RefSeq-v211,Salmonella phage YSP2,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Drexlerviridae,Tlsvirus
RefSeq-v211,Escherichia virus VEc3,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Autographiviridae,Vectrevirus
RefSeq-v211,Raoultella phage Ro1,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Mydovirus
RefSeq-v211,Lactococcus phage vB_Llc_bIBB5g1,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Skunavirus
RefSeq-v211,Lactococcus phage vB_Llc_bIBBF12,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Skunavirus
RefSeq-v211,Staphylococcus phage HSA84,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Dubowvirus
RefSeq-v211,Streptomyces phage AbbeyMikolon,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Abbeymikolonvirus
RefSeq-v211,Streptomyces phage Attoomi,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Attoomivirus
RefSeq-v211,Streptomyces phage Omar,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Arequatrovirus
RefSeq-v211,Streptomyces phage Rowa,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Rowavirus
RefSeq-v211,Salmonella phage BPS17L1,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Felixounavirus
RefSeq-v211,Salmonella phage BPS17W1,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Felixounavirus
RefSeq-v211,Escherichia phage PP01,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Tequatrovirus
RefSeq-v211,Escherichia phage T2,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Tequatrovirus
RefSeq-v211,Klebsiella phage GML-KpCol1,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Drexlerviridae,Webervirus
RefSeq-v211,Staphylococcus phage phiSa2wa_st121mssa,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Triavirus
RefSeq-v211,Staphylococcus phage phiSa2wa_st22,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Biseptimavirus
RefSeq-v211,Staphylococcus phage phiSa2wa_st30,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Triavirus
RefSeq-v211,Staphylococcus phage phiSa2wa_st5,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Triavirus
RefSeq-v211,Staphylococcus phage phiSa2wa_st78,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Triavirus
RefSeq-v211,Proteus phage phiP4-3,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,
RefSeq-v211,Staphylococcus phage SH-St 15644,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Triavirus
RefSeq-v211,Klebsiella phage SH-Kp 152410,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Autographiviridae,Przondovirus
RefSeq-v211,Klebsiella phage vB_Kpn_F48,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Marfavirus
RefSeq-v211,Faecalibacterium phage FP_Brigit,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Brigitvirus
RefSeq-v211,Faecalibacterium phage FP_Epona,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Eponavirus
RefSeq-v211,Faecalibacterium phage FP_Lagaffe,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Lagaffevirus
RefSeq-v211,Faecalibacterium phage FP_Lugh,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Lughvirus
RefSeq-v211,Faecalibacterium phage FP_Mushu,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Mushuvirus
RefSeq-v211,Faecalibacterium phage FP_Taranis,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Taranisvirus
RefSeq-v211,Faecalibacterium phage FP_Toutatis,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Toutatisvirus
RefSeq-v211,Faecalibacterium phage FP_oengus,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Oengusvirus
RefSeq-v211,Paenibacillus phage Dragolir,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Dragolirvirus
RefSeq-v211,Paenibacillus phage Leyra,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Fernvirus
RefSeq-v211,Paenibacillus phage Likha,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Fernvirus
RefSeq-v211,Paenibacillus phage PBL1c,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Fernvirus
RefSeq-v211,Paenibacillus phage Pagassa,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Fernvirus
RefSeq-v211,Paenibacillus phage Tadhana,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Fernvirus
RefSeq-v211,Mycobacterium phage BK1,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Fromanvirus
RefSeq-v211,Staphylococcus phage vB_SauP_phiAGO1.3,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Rountreeviridae,Rosenblumvirus
RefSeq-v211,Mycobacterium phage PP,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Fromanvirus
RefSeq-v211,Mycobacterium phage HC,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Brujitavirus
RefSeq-v211,Mycobacterium phage SWU2,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Fromanvirus
RefSeq-v211,Ralstonia phage RsoM1USA,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Aresaunavirus
RefSeq-v211,Citrobacter phage vB_CroP_CrRp3,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Autographiviridae,Vectrevirus
RefSeq-v211,Citrobacter phage vB_CroM_CrRp10,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Tequatrovirus
RefSeq-v211,Lactococcus phage MP1,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Skunavirus
RefSeq-v211,Mycobacterium phage OldBen,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Cheoctovirus
RefSeq-v211,Mycobacterium phage Rem711,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Trigintaduovirus
RefSeq-v211,Pseudomonas phage Henninger,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Autographiviridae,Ghunavirus
RefSeq-v211,Pseudomonas phage Bjorn,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Podoviridae,Bjornvirus
RefSeq-v211,Escherichia phage vB_EcoM-fFiEco06,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Tequatrovirus
RefSeq-v211,Escherichia phage HZ2R8,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Autographiviridae,Teseptimavirus
RefSeq-v211,Klebsiella phage KPN N98,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Yonseivirus
RefSeq-v211,Streptomyces phage Bing,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Bingvirus
RefSeq-v211,Lactobacillus phage Bacchae,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Herelleviridae,Harbinvirus
RefSeq-v211,Lactobacillus phage Nyseid,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Lenusvirus
RefSeq-v211,Escherichia phage YZ1,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Autographiviridae,Kayfunavirus
RefSeq-v211,Pseudomonas phage NV1,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Podoviridae,Vicosavirus
RefSeq-v211,Pseudomonas phage phiNV3,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Autographiviridae,Kirikabuvirus
RefSeq-v211,Mycobacterium phage Acme,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Fromanvirus
RefSeq-v211,Mycobacterium phage Frankie,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Cheoctovirus
RefSeq-v211,Mycobacterium phage Pippin,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Fromanvirus
RefSeq-v211,Escherichia phage vB_EcoM-G28,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Tequatrovirus
RefSeq-v211,Mycobacterium phage Fajezeel,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Fromanvirus
RefSeq-v211,Mycobacterium phage Priscilla,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Cheoctovirus
RefSeq-v211,Escherichia phage EcS1,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Winklervirus
RefSeq-v211,Mycobacterium phage Alexphander,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Cheoctovirus
RefSeq-v211,Anoxybacillus phage A403,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Tandoganvirus
RefSeq-v211,Escherichia phage Ebrios,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Autographiviridae,Teseptimavirus
RefSeq-v211,Klebsiella phage myPSH1235,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Autographiviridae,Drulisvirus
RefSeq-v211,Mycobacterium phage Ruotula,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Fromanvirus
RefSeq-v211,Mycobacterium phage Scowl,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Fromanvirus
RefSeq-v211,Klebsiella phage JY917,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Drexlerviridae,Webervirus
RefSeq-v211,Mycobacterium phage Corvo,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Fromanvirus
RefSeq-v211,Mycobacterium phage Ichabod,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Fromanvirus
RefSeq-v211,Mycobacterium phage MPlant7149,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Fromanvirus
RefSeq-v211,Mycobacterium phage Ogopogo,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Cheoctovirus
RefSeq-v211,Mycobacterium phage Bob3,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Fromanvirus
RefSeq-v211,Pseudomonas phage vB_PaeM_LS1,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Pbunavirus
RefSeq-v211,Klebsiella phage KP8,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Schitoviridae,Kaypoctavirus
RefSeq-v211,Pseudoalteromonas phage Cr39582,Bamfordvirae,Preplasmiviricota,Tectiliviricetes,Vinavirales,Corticoviridae,Corticovirus
RefSeq-v211,Synechococcus virus S-PRM1,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Kanaloavirus
RefSeq-v211,Escherichia phage SH2026Stx1,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Podoviridae,Traversvirus
RefSeq-v211,Gordonia phage Waits,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Soupsvirus
RefSeq-v211,Streptomyces phage Paedore,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Arequatrovirus
RefSeq-v211,Enterobacter phage myPSH1140,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Karamvirus
RefSeq-v211,Staphylococcus phage CSA13,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Rountreeviridae,Rosenblumvirus
RefSeq-v211,Salmonella phage SE1 (in:Nonagvirus),Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Nonagvirus
RefSeq-v211,Burkholderia phage vB_BmuP_KL4,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Podoviridae,Kelquatrovirus
RefSeq-v211,Halorubrum pleomorphic virus 9,Trapavirae,Saleviricota,Huolimaviricetes,Haloruvirales,Pleolipoviridae,Betapleolipovirus
RefSeq-v211,Mycobacterium phage Pistachio,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Fromanvirus
RefSeq-v211,Staphylococcus phage phiSA_BS2,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Herelleviridae,Baoshanvirus
RefSeq-v211,Staphylococcus phage phiSA_BS1,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Herelleviridae,Baoshanvirus
RefSeq-v211,Mycobacterium phage Lopton,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Fromanvirus
RefSeq-v211,Mycobacterium phage Misha28,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Cheoctovirus
RefSeq-v211,Mycobacterium phage Batiatus,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Cheoctovirus
RefSeq-v211,Mycobacterium phage GageAP,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Fromanvirus
RefSeq-v211,Mycobacterium phage Naca,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Fromanvirus
RefSeq-v211,Escherichia phage vB_EcoS Sa179lw,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,
RefSeq-v211,Mycobacterium phage Fameo,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Fromanvirus
RefSeq-v211,Mycobacterium phage OwlsT2W,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Cheoctovirus
RefSeq-v211,Salmonella phage vB_SenS_PHB07,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Drexlerviridae,Tlsvirus
RefSeq-v211,Pectobacterium phage PPWS2,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Autographiviridae,Kotilavirus
